offerId;variante;conStock;precio;productIds;slugs;tiendas;tipo;arreglaFalsoSinStock;skuYaEnDestino;titulo;url
79380;Azul;no;10990;10884;wotofo/nexpod-bateria;2;unico-destino;no;no;Batería Nexpod -Wotofo - Azul;https://astrogrowshop.cl/bateria-nexpod-wotofo?variant=Azul
79381;MACARON WHITE;no;10990;10884;wotofo/nexpod-bateria;2;unico-destino;no;no;Batería Nexpod -Wotofo - MACARON WHITE;https://astrogrowshop.cl/bateria-nexpod-wotofo?variant=MACARON%20WHITE
79383;Plata;no;10990;10884;wotofo/nexpod-bateria;2;unico-destino;no;no;Batería Nexpod -Wotofo - Plata;https://astrogrowshop.cl/bateria-nexpod-wotofo?variant=Plata
32487;Negro;no;16990;10371;blazy-susan/cenicero-silicona;2;unico-destino;no;si-huerfana-mas-vieja-que-of12480;Cenicero De Silicona -Blazy Susan - Negro;https://astrogrowshop.cl/cenicero-de-silicona-blazy-susan?variant=Negro
78542;PINK;si;12990;10371;blazy-susan/cenicero-silicona;2;unico-destino;no;no;Cenicero De Silicona -Blazy Susan - PINK;https://astrogrowshop.cl/cenicero-de-silicona-blazy-susan?variant=PINK
32488;Rosa;si;12990;10371;blazy-susan/cenicero-silicona;2;unico-destino;no;no;Cenicero De Silicona -Blazy Susan - Rosa;https://astrogrowshop.cl/cenicero-de-silicona-blazy-susan?variant=Rosa
78541;BLACK;no;16990;10371;blazy-susan/cenicero-silicona;2;unico-destino;no;si-huerfana-mas-vieja-que-of12480;Cenicero De Silicona -Blazy Susan - BLACK;https://astrogrowshop.cl/cenicero-de-silicona-blazy-susan?variant=BLACK
32493;Rojo;no;14990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - Rojo;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=Rojo
78544;BLUE;no;13990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - BLUE;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=BLUE
78545;GREEN;no;13990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - GREEN;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=GREEN
78547;RED;no;14990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - RED;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=RED
32490;Azul;no;13990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - Azul;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=Azul
32491;Verde;no;13990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - Verde;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=Verde
32489;Amarillo;no;13990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;si-huerfana-mas-vieja-que-of78543;Cenicero Deluxe Silicona -Blazy Susan - Amarillo;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=Amarillo
32492;ORANGE;no;14990;5731;blazy-susan/ashtray-deluxe;3;unico-destino;no;no;Cenicero Deluxe Silicona -Blazy Susan - ORANGE;https://astrogrowshop.cl/cenicero-deluxe-silicona-blazy-susan?variant=ORANGE
32687;Rosa;no;9490;10301;calvo/carbon-activo-black-6mm-50u;2;unico-destino;no;si-huerfana-mas-vieja-que-of78777;FILTRO CARBON ACTIVADO 50U-CALVO - Rosa;https://astrogrowshop.cl/filtro-carbon-activado-50u-calvo?variant=Rosa
32686;Negro;no;9490;10301;calvo/carbon-activo-black-6mm-50u;2;unico-destino;no;si-huerfana-mas-vieja-que-of78776;FILTRO CARBON ACTIVADO 50U-CALVO - Negro;https://astrogrowshop.cl/filtro-carbon-activado-50u-calvo?variant=Negro
32694;Blanco;no;29990;5732;bonglab/neon-led;3;unico-destino;no;si-huerfana-mas-vieja-que-of78787;Neon Tray Bandeja Enrolado Led -Bonglab - Blanco;https://astrogrowshop.cl/neon-tray-bandeja-enrolado-led-bonglab?variant=Blanco
32696;Verde;no;29990;5732;bonglab/neon-led;3;unico-destino;no;si-huerfana-mas-vieja-que-of78789;Neon Tray Bandeja Enrolado Led -Bonglab - Verde;https://astrogrowshop.cl/neon-tray-bandeja-enrolado-led-bonglab?variant=Verde
32697;Rosa;no;23990;5732;bonglab/neon-led;3;unico-destino;no;si-huerfana-mas-vieja-que-of78790;Neon Tray Bandeja Enrolado Led -Bonglab - Rosa;https://astrogrowshop.cl/neon-tray-bandeja-enrolado-led-bonglab?variant=Rosa
32693;Azul;no;23990;5732;bonglab/neon-led;3;unico-destino;no;si-huerfana-mas-vieja-que-of78786;Neon Tray Bandeja Enrolado Led -Bonglab - Azul;https://astrogrowshop.cl/neon-tray-bandeja-enrolado-led-bonglab?variant=Azul
32695;Morado;no;23990;5732;bonglab/neon-led;3;unico-destino;no;si-huerfana-mas-vieja-que-of78788;Neon Tray Bandeja Enrolado Led -Bonglab - Morado;https://astrogrowshop.cl/neon-tray-bandeja-enrolado-led-bonglab?variant=Morado
32764;azul;no;39990;10713;calvo/double-fungus-rig;2;unico-destino;no;si-huerfana-mas-vieja-que-of12608;Double Fungus Rig-Calvo Glass - azul;https://astrogrowshop.cl/double-fungus-rig-calvo-glass?variant=azul
32765;Naranjo;no;39990;10713;calvo/double-fungus-rig;2;unico-destino;no;no;Double Fungus Rig-Calvo Glass - Naranjo;https://astrogrowshop.cl/double-fungus-rig-calvo-glass?variant=Naranjo
32819;Verde;no;129990;8651;davinci/miqro-c;4;unico-destino;no;no;Vaporizador Miqro C -Da Vinci - Verde;https://astrogrowshop.cl/vaporizador-miqro-c-da-vinci?variant=Verde
32818;Amarillo;no;129990;8651;davinci/miqro-c;4;unico-destino;no;si-huerfana-mas-vieja-que-of12642;Vaporizador Miqro C -Da Vinci - Amarillo;https://astrogrowshop.cl/vaporizador-miqro-c-da-vinci?variant=Amarillo
32820;Rosa;no;129990;8651;davinci/miqro-c;4;unico-destino;no;no;Vaporizador Miqro C -Da Vinci - Rosa;https://astrogrowshop.cl/vaporizador-miqro-c-da-vinci?variant=Rosa
32807;verde;no;65990;10642|10679;yocan/vaporizer-vane|yocan/vaporizer-vane-2;2|2;WILDCARD-necesita-juicio;no;no;VAPORIZADOR HIERBA SECA VANE- YOCAN - verde;https://astrogrowshop.cl/vaporizador-hierba-seca-vane-yocan?variant=verde
32806;azul;no;69990;10642|10679;yocan/vaporizer-vane|yocan/vaporizer-vane-2;2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of12638;VAPORIZADOR HIERBA SECA VANE- YOCAN - azul;https://astrogrowshop.cl/vaporizador-hierba-seca-vane-yocan?variant=azul
32809;Blanco;no;69990;10642|10679;yocan/vaporizer-vane|yocan/vaporizer-vane-2;2|2;WILDCARD-necesita-juicio;no;no;VAPORIZADOR HIERBA SECA VANE- YOCAN - Blanco;https://astrogrowshop.cl/vaporizador-hierba-seca-vane-yocan?variant=Blanco
32811;Amarillo;no;65990;10642|10679;yocan/vaporizer-vane|yocan/vaporizer-vane-2;2|2;WILDCARD-necesita-juicio;no;no;VAPORIZADOR HIERBA SECA VANE- YOCAN - Amarillo;https://astrogrowshop.cl/vaporizador-hierba-seca-vane-yocan?variant=Amarillo
32895;Rojo;no;14990;10663;ignite/phantom-mini;2;unico-destino;no;si-huerfana-mas-vieja-que-of77500;Soplete Phantom Mini-Ignite - Rojo;https://astrogrowshop.cl/soplete-phantom-mini-ignite?variant=Rojo
32893;Blanco;no;14990;10663;ignite/phantom-mini;2;unico-destino;no;si-huerfana-mas-vieja-que-of77498;Soplete Phantom Mini-Ignite - Blanco;https://astrogrowshop.cl/soplete-phantom-mini-ignite?variant=Blanco
32894;Negro;no;14990;10663;ignite/phantom-mini;2;unico-destino;no;si-huerfana-mas-vieja-que-of77499;Soplete Phantom Mini-Ignite - Negro;https://astrogrowshop.cl/soplete-phantom-mini-ignite?variant=Negro
32900;Rosa;no;16990;10664;ignite/x-mini;3;unico-destino;no;si-huerfana-mas-vieja-que-of77505;Soplete X-Mini -Ignite - Rosa;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=Rosa
32898;Verde;si;16990;10664;ignite/x-mini;3;unico-destino;no;no;Soplete X-Mini -Ignite - Verde;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=Verde
32901;Rojo;si;16990;10664;ignite/x-mini;3;unico-destino;no;no;Soplete X-Mini -Ignite - Rojo;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=Rojo
32896;Blanco;no;16990;10664;ignite/x-mini;3;unico-destino;no;si-huerfana-mas-vieja-que-of77501;Soplete X-Mini -Ignite - Blanco;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=Blanco
32897;Negro;no;16990;10664;ignite/x-mini;3;unico-destino;no;si-huerfana-mas-vieja-que-of77502;Soplete X-Mini -Ignite - Negro;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=Negro
77503;GREEN;si;16990;10664;ignite/x-mini;3;unico-destino;no;no;Soplete X-Mini -Ignite - GREEN;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=GREEN
77506;RED;no;16990;10664;ignite/x-mini;3;unico-destino;no;no;Soplete X-Mini -Ignite - RED;https://astrogrowshop.cl/soplete-x-mini-ignite?variant=RED
33033;Amarillo;si;21990;10665;ignite/compact;4;unico-destino;no;no;Soplete Compact -Ignite - Amarillo;https://astrogrowshop.cl/soplete-compact-ignite?variant=Amarillo
33035;Azul;no;21990;10665;ignite/compact;4;unico-destino;no;si-huerfana-mas-vieja-que-of77633;Soplete Compact -Ignite - Azul;https://astrogrowshop.cl/soplete-compact-ignite?variant=Azul
33036;Verde;no;21990;10665;ignite/compact;4;unico-destino;no;si-huerfana-mas-vieja-que-of77634;Soplete Compact -Ignite - Verde;https://astrogrowshop.cl/soplete-compact-ignite?variant=Verde
33039;Blanco;no;21990;10665;ignite/compact;4;unico-destino;no;si-huerfana-mas-vieja-que-of77637;Soplete Compact -Ignite - Blanco;https://astrogrowshop.cl/soplete-compact-ignite?variant=Blanco
33034;Negro;no;21990;10665;ignite/compact;4;unico-destino;no;si-huerfana-mas-vieja-que-of77632;Soplete Compact -Ignite - Negro;https://astrogrowshop.cl/soplete-compact-ignite?variant=Negro
33038;Rosa;no;21990;10665;ignite/compact;4;unico-destino;no;si-huerfana-mas-vieja-que-of77636;Soplete Compact -Ignite - Rosa;https://astrogrowshop.cl/soplete-compact-ignite?variant=Rosa
77631;YELLOW;si;21990;10665;ignite/compact;4;unico-destino;no;no;Soplete Compact -Ignite - YELLOW;https://astrogrowshop.cl/soplete-compact-ignite?variant=YELLOW
33037;ORANGE;si;21990;10665;ignite/compact;4;unico-destino;no;no;Soplete Compact -Ignite - ORANGE;https://astrogrowshop.cl/soplete-compact-ignite?variant=ORANGE
33041;Negro;no;20990;10666;ignite/flex;3;unico-destino;no;si-huerfana-mas-vieja-que-of77639;Soplete Flex -Ignite - Negro;https://astrogrowshop.cl/soplete-flex-ignite?variant=Negro
33040;Azul;no;21990;10666;ignite/flex;3;unico-destino;no;si-huerfana-mas-vieja-que-of77638;Soplete Flex -Ignite - Azul;https://astrogrowshop.cl/soplete-flex-ignite?variant=Azul
33042;Blanco;no;21990;10666;ignite/flex;3;unico-destino;no;si-huerfana-mas-vieja-que-of77640;Soplete Flex -Ignite - Blanco;https://astrogrowshop.cl/soplete-flex-ignite?variant=Blanco
12411;;si;24990;10710;calvo/bateria-hide-510;2;unico-destino;si;si-huerfana-mas-vieja-que-of91500;BATERIA 510 ESCONDIDA 650MAH - CALVO GLASS;https://astrogrowshop.cl/bateria-510-escondida-650mah-calvo-glass
32374;Rosa;si;24990;10710;calvo/bateria-hide-510;2;unico-destino;si;no;BATERIA 510 ESCONDIDA 650MAH - CALVO GLASS - Rosa;https://astrogrowshop.cl/bateria-510-escondida-650mah-calvo-glass?variant=Rosa
32373;Verde;no;24990;10710;calvo/bateria-hide-510;2;unico-destino;no;si-huerfana-mas-vieja-que-of91500;BATERIA 510 ESCONDIDA 650MAH - CALVO GLASS - Verde;https://astrogrowshop.cl/bateria-510-escondida-650mah-calvo-glass?variant=Verde
91501;PINK;si;24990;10710;calvo/bateria-hide-510;2;unico-destino;si;no;BATERIA 510 ESCONDIDA 650MAH - CALVO GLASS - PINK;https://astrogrowshop.cl/bateria-510-escondida-650mah-calvo-glass?variant=PINK
33187;Negro;no;50990;10570;blazy-susan/bolso-cruzado-smellproof;2;unico-destino;no;si-huerfana-mas-vieja-que-of79282;Bolso Smellprrof Cruzado -Blazy Susan - Negro;https://astrogrowshop.cl/bolso-smellprrof-cruzado-blazy-susan?variant=Negro
18065;;si;59990;10570;blazy-susan/bolso-cruzado-smellproof;2;unico-destino;no;si-huerfana-mas-vieja-que-of79282;Bolso Smellprrof Cruzado -Blazy Susan;https://astrogrowshop.cl/bolso-smellprrof-cruzado-blazy-susan
33188;Rosa;no;48990;10570;blazy-susan/bolso-cruzado-smellproof;2;unico-destino;no;si-huerfana-mas-vieja-que-of79283;Bolso Smellprrof Cruzado -Blazy Susan - Rosa;https://astrogrowshop.cl/bolso-smellprrof-cruzado-blazy-susan?variant=Rosa
33260;LADY KILLER;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - LADY KILLER;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=LADY%20KILLER
18101;;si;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;si;si-huerfana-mas-vieja-que-of33256;Vaporizador Hookah 20000 Puff 2%-Fume;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume
33258;DOUBLE APPLE;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - DOUBLE APPLE;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=DOUBLE%20APPLE
33259;GRAPE MINT;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - GRAPE MINT;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=GRAPE%20MINT
33262;LOVE;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - LOVE;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=LOVE
33263;MANGO;si;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;si;no;Vaporizador Hookah 20000 Puff 2%-Fume - MANGO;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=MANGO
33264;PEACH ICE;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - PEACH ICE;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=PEACH%20ICE
33265;STRAWBERRY BANANA;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - STRAWBERRY BANANA;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=STRAWBERRY%20BANANA
33266;STRAWBERRY WATERMELON;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - STRAWBERRY WATERMELON;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=STRAWBERRY%20WATERMELON
33267;WATERMELON BUBBLE GUM;no;16990;10838|10840|10839;fume/hookah-20000-blueberry-ice|fume/hookah-20000-lemon-mint|fume/hookah-20000-cool-mint;2|2|2;WILDCARD-necesita-juicio;no;no;Vaporizador Hookah 20000 Puff 2%-Fume - WATERMELON BUBBLE GUM;https://astrogrowshop.cl/vaporizador-hookah-20000-puff-2-fume?variant=WATERMELON%20BUBBLE%20GUM
12527;;si;19990;10815|10819|10818|10812|10813|10814|10816|10817|10811;nasty/bar-20000-blue-razz-ice|nasty/bar-20000-cushman-banana|nasty/bar-20000-double-watermelon-ice|nasty/bar-20000-slow-blow|nasty/bar-20000-strawberry-ice|nasty/bar-20000-strawberry-watermelon-ice|nasty/bar-20000-cushman-strawberry|nasty/bar-20000-grape-ice|nasty/bar-20000-artic-mint;3|2|3|3|3|2|3|2|3;WILDCARD-necesita-juicio;si;si-huerfana-mas-vieja-que-of32588;Vaporizador Bar 20000 - Nasty;https://astrogrowshop.cl/vaporizador-bar-20000-nasty
32597;SWEET TABACCO;si;18990;10815|10819|10818|10812|10813|10814|10816|10817|10811;nasty/bar-20000-blue-razz-ice|nasty/bar-20000-cushman-banana|nasty/bar-20000-double-watermelon-ice|nasty/bar-20000-slow-blow|nasty/bar-20000-strawberry-ice|nasty/bar-20000-strawberry-watermelon-ice|nasty/bar-20000-cushman-strawberry|nasty/bar-20000-grape-ice|nasty/bar-20000-artic-mint;3|2|3|3|3|2|3|2|3;WILDCARD-necesita-juicio;si;no;Vaporizador Bar 20000 - Nasty - SWEET TABACCO;https://astrogrowshop.cl/vaporizador-bar-20000-nasty?variant=SWEET%20TABACCO
33318;Morado;no;9990;10446;calvo/marble-set;3;unico-destino;no;si-huerfana-mas-fresca-que-of18121;Marble Set - Calvo Glass - Morado;https://astrogrowshop.cl/marble-set-calvo-glass?variant=Morado
33320;Transparente;no;8990;10446;calvo/marble-set;3;unico-destino;no;si-huerfana-mas-vieja-que-of79402;Marble Set - Calvo Glass - Transparente;https://astrogrowshop.cl/marble-set-calvo-glass?variant=Transparente
33321;Rosa;no;9990;10446;calvo/marble-set;3;unico-destino;no;si-huerfana-mas-vieja-que-of79403;Marble Set - Calvo Glass - Rosa;https://astrogrowshop.cl/marble-set-calvo-glass?variant=Rosa
33319;Negro;no;8990;10446;calvo/marble-set;3;unico-destino;no;si-huerfana-mas-vieja-que-of79401;Marble Set - Calvo Glass - Negro;https://astrogrowshop.cl/marble-set-calvo-glass?variant=Negro
33421;HIGH SKULLS 1;si;7990;10682|10669|10873|10872|10496|10497|10683|10672|10592;hightrip/pin-joint|hightrip/pin-la-germinacion|hightrip/pin-highskulls-2|hightrip/pin-tattoo|hightrip/pin-pipazo|hightrip/pin-pizzannabica|hightrip/pin-crossjoint|hightrip/pin-galleta-magica|hightrip/pin-cannabis-libre;2|2|2|2|3|3|2|2|2;WILDCARD-necesita-juicio;si;no;Pin-Hightrip - HIGH SKULLS 1;https://astrogrowshop.cl/pin-hightrip?variant=HIGH%20SKULLS%201
33427;PIZZANNABICA;no;7990;10682|10669|10873|10872|10496|10497|10683|10672|10592;hightrip/pin-joint|hightrip/pin-la-germinacion|hightrip/pin-highskulls-2|hightrip/pin-tattoo|hightrip/pin-pipazo|hightrip/pin-pizzannabica|hightrip/pin-crossjoint|hightrip/pin-galleta-magica|hightrip/pin-cannabis-libre;2|2|2|2|3|3|2|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of79506;Pin-Hightrip - PIZZANNABICA;https://astrogrowshop.cl/pin-hightrip?variant=PIZZANNABICA
33422;HIGH SKULLS 2;no;7990;10682|10669|10873|10872|10496|10497|10683|10672|10592;hightrip/pin-joint|hightrip/pin-la-germinacion|hightrip/pin-highskulls-2|hightrip/pin-tattoo|hightrip/pin-pipazo|hightrip/pin-pizzannabica|hightrip/pin-crossjoint|hightrip/pin-galleta-magica|hightrip/pin-cannabis-libre;2|2|2|2|3|3|2|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of79501;Pin-Hightrip - HIGH SKULLS 2;https://astrogrowshop.cl/pin-hightrip?variant=HIGH%20SKULLS%202
33418;CANNABIS LIBRE;no;7990;10682|10669|10873|10872|10496|10497|10683|10672|10592;hightrip/pin-joint|hightrip/pin-la-germinacion|hightrip/pin-highskulls-2|hightrip/pin-tattoo|hightrip/pin-pipazo|hightrip/pin-pizzannabica|hightrip/pin-crossjoint|hightrip/pin-galleta-magica|hightrip/pin-cannabis-libre;2|2|2|2|3|3|2|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of18166;Pin-Hightrip - CANNABIS LIBRE;https://astrogrowshop.cl/pin-hightrip?variant=CANNABIS%20LIBRE
79500;HIGH SKULL 1;no;7990;10682|10669|10873|10872|10496|10497|10683|10672|10592;hightrip/pin-joint|hightrip/pin-la-germinacion|hightrip/pin-highskulls-2|hightrip/pin-tattoo|hightrip/pin-pipazo|hightrip/pin-pizzannabica|hightrip/pin-crossjoint|hightrip/pin-galleta-magica|hightrip/pin-cannabis-libre;2|2|2|2|3|3|2|2|2;WILDCARD-necesita-juicio;no;no;Pin-Hightrip - HIGH SKULL 1;https://astrogrowshop.cl/pin-hightrip?variant=HIGH%20SKULL%201
17142;;si;2490;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;no;Glass Cleaner Limpiador-Bonglab;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab
31593;250 ml;no;6990;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of77489;Glass Cleaner Limpiador (30ml, 250ml, 500ml y 1lt) - Bonglab - 250 ml;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab?variant=250%20ml
31594;500 ml;no;11990;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of77490;Glass Cleaner Limpiador (30ml, 250ml, 500ml y 1lt) - Bonglab - 500 ml;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab?variant=500%20ml
31595;1 L;no;15990;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;si-huerfana-mas-vieja-que-of77491;Glass Cleaner Limpiador (30ml, 250ml, 500ml y 1lt) - Bonglab - 1 L;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab?variant=1%20L
31592;30 ml;no;2490;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;no;Glass Cleaner Limpiador (30ml, 250ml, 500ml y 1lt) - Bonglab - 30 ml;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab?variant=30%20ml
77488;30 ML;no;2490;10246|10247|10706;bonglab/cleaner-250ml|bonglab/cleaner-500ml|bonglab/cleaner-1l;3|2|2;WILDCARD-necesita-juicio;no;no;Glass Cleaner Limpiador (30ml, 250ml, 500ml y 1lt) - Bonglab - 30 ML;https://astrogrowshop.cl/glass-cleaner-limpiador-bonglab?variant=30%20ML
17208;;si;549990;10560;puffco/new-peak-pro-onyx-3dxl;3;unico-destino;si;si-huerfana-mas-vieja-que-of31828;New Peak Pro (Color a elección)-Puffco;https://astrogrowshop.cl/new-peak-pro-pearl-puffco
31830;Flourish;no;549990;10560;puffco/new-peak-pro-onyx-3dxl;3;unico-destino;no;no;New Peak Pro (Color a elección)-Puffco - Flourish;https://astrogrowshop.cl/new-peak-pro-pearl-puffco?variant=Flourish
31831;Dessert;si;549990;10560;puffco/new-peak-pro-onyx-3dxl;3;unico-destino;si;no;New Peak Pro (Color a elección)-Puffco - Dessert;https://astrogrowshop.cl/new-peak-pro-pearl-puffco?variant=Dessert
31829;Pearl;no;549990;10560;puffco/new-peak-pro-onyx-3dxl;3;unico-destino;no;no;New Peak Pro (Color a elección)-Puffco - Pearl;https://astrogrowshop.cl/new-peak-pro-pearl-puffco?variant=Pearl
32617;GRAPE ICE;si;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - GRAPE ICE;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=GRAPE%20ICE
32619;BLUE RAZZ ICE;si;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - BLUE RAZZ ICE;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=BLUE%20RAZZ%20ICE
32622;TRIPLE MANGO ICE;no;29990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - TRIPLE MANGO ICE;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=TRIPLE%20MANGO%20ICE
32624;WATERMELON ICE;no;29990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - WATERMELON ICE;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=WATERMELON%20ICE
32625;WATERMELON STRAWBERRY KIWI;no;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - WATERMELON STRAWBERRY KIWI;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=WATERMELON%20STRAWBERRY%20KIWI
32618;GREEN APPLE SOUR;si;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - GREEN APPLE SOUR;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=GREEN%20APPLE%20SOUR
32620;GRAPE BERRIES;si;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - GRAPE BERRIES;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=GRAPE%20BERRIES
32621;MIXED BERRIES;no;24990;10830;oxbar/liso-28000-tropical-mint;2;unico-destino;no;no;Vaporizador Liso 28000-Oxbar - MIXED BERRIES;https://astrogrowshop.cl/vaporizador-liso-28000-oxbar?variant=MIXED%20BERRIES
32630;MANGO PIÑA ICE;no;7990;10810|10825|10808|10807|10827|10828|10824|10809|10806|10826;oxbar/mini-2200-strawberry-ice-lemon|oxbar/mini-2200-miami-mint|oxbar/mini-2200-juicy-watermelon-ice|oxbar/mini-2200-apple-grape|oxbar/mini-2200-mango-ice-cream|oxbar/mini-2200-blue-razz-lemonade|oxbar/mini-2200-blue-razz-ice|oxbar/mini-2200-peach-watermelon-ice|oxbar/mini-2200-grape-ice|oxbar/mini-2200-triple-mango-ice;4|3|3|3|2|2|3|3|3|2;WILDCARD-necesita-juicio;no;no;Vaporizador Mini 2200 -Oxbar - MANGO PIÑA ICE;https://astrogrowshop.cl/vaporizador-mini-2200-oxbar?variant=MANGO%20PI%C3%91A%20ICE
