offerId;tienda;brandKey;titulo;precio;categoria;productosSinEstaTienda;ejemplosDestino;lastSeenAt;url
69053;kushbreak;clipper;"Encendedor Clipper® Fatima";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-21;https://www.kushbreak.cl/encendedor-clipper-mandala-4-fatima
69133;kushbreak;clipper;"Encendedor Clipper® Dogs";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-21;https://www.kushbreak.cl/encendedor-clipper-dogs-perros-recargable-butano
69169;kushbreak;clipper;"Encendedor Clipper® Geometric";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-21;https://www.kushbreak.cl/encendedor-clipper-geometric-recargable-butano
69171;kushbreak;clipper;"Encendedor Clipper® Azteca";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-21;https://www.kushbreak.cl/encendedor-clipper-raw-recargable-fuego
69170;kushbreak;clipper;"Encendedor Clipper® Hands";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-21;https://www.kushbreak.cl/encendedor-clipper-hands-recargable-butano
69006;kushbreak;clipper;"Encendedor Clipper®";1000;Encendedores y sopletes;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-24;https://www.kushbreak.cl/encendedor-clipper-raw-black-recagable-butano
69045;kushbreak;focus-v;"Focus V Carta 2 - Vaporizador de Hierbas y Extractos";339990;Accesorios de extraccion;9;P10414:intelli-core-hierba-carta-2(2t) P10643:atomizador-intelli-core(2t) P10435:aeris(3t);2026-07-21;https://www.kushbreak.cl/focus-v-carta-2-vaporizador-extractos-cannabis
69015;kushbreak;futurola;"Futurola x Mike Tyson Papelillos 1 1/4 + Tips";2000;Papelillos;2;P10187:tyson-king-size-slim-con-tips(2t) P5710:pre-roll-mike-tyson-king-size-3u(2t);2026-07-21;https://www.kushbreak.cl/futurola-mike-tyson-papelillos-tips
69214;kushbreak;futurola;"Papelillos Kingsize Slim Futurola";1500;Papelillos;2;P10187:tyson-king-size-slim-con-tips(2t) P5710:pre-roll-mike-tyson-king-size-3u(2t);2026-07-21;https://www.kushbreak.cl/papelillos-kingsize-slim-futurola
69020;kushbreak;futurola;"Smoking Papelillos Deluxe 1 1/4 + Tips";1500;Papelillos;2;P10187:tyson-king-size-slim-con-tips(2t) P5710:pre-roll-mike-tyson-king-size-3u(2t);2026-07-21;https://www.kushbreak.cl/smoking-papelillos-deluxe-tips
69048;kushbreak;futurola;"Conos Mega x2 Futurola";8990;Conos y blunts;2;P10187:tyson-king-size-slim-con-tips(2t) P5710:pre-roll-mike-tyson-king-size-3u(2t);2026-07-21;https://www.kushbreak.cl/conos-mega-x3-futurola-pre-enrolados
68974;kushbreak;gizeh;"Filtros Gizeh Carbon activo 8mm";1890;Filtros y boquillas;5;P5478:pink(3t) P10347:filtro-carbon-activo-6mm(2t) P10417:slim-filter-menthol-6mm(2t);2026-07-24;https://www.kushbreak.cl/filtros-gizeh-carbon-activo-8mm
69248;kushbreak;g-pen;"Grenco Science - G Pen Elite II Vaporizer";249990;Vaporizadores herbales;4;P10541:roam(2t) P10608:connect-glass-adapter-18mm(2t) P10609:roam-glass-tube(2t);2026-07-21;https://www.kushbreak.cl/vaporizador-grenco-elite-gpen-ll-cannabis
69296;kushbreak;lion-rolling-circus;"Celulosa Kingsize Lion Rolling Circus";2500;Otros parafernalia;21;P5515:metal-2-partes(3t) P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t);2026-07-21;https://www.kushbreak.cl/papelillos-celulosa-kingsize-lion-rolling-circus
70021;kushbreak;lion-rolling-circus;"Unbleached Lion Rolling Circus";990;Otros parafernalia;21;P5515:metal-2-partes(3t) P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t);2026-07-21;https://www.kushbreak.cl/papelillos-1-1/4-lion-rolling-circus-tabaco-cannabis
69312;kushbreak;lion-rolling-circus;"HempWrap Natural Lion Rolling Circus";1390;Conos y blunts;21;P5515:metal-2-partes(3t) P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t);2026-07-21;https://www.kushbreak.cl/hempwrap-natural-lion-rolling-circus
69352;kushbreak;lion-rolling-circus;"Silver 1 1/4 Lion Rolling Circus";990;Otros parafernalia;21;P5515:metal-2-partes(3t) P10234:case-1-1-4(2t) P10299:unbleached-1-1-4(2t);2026-07-21;https://www.kushbreak.cl/lion-rolling-circus-silver-1-1/4
69197;kushbreak;ocb;"Bandeja OCB Octopus";19990;Bandejas y ceniceros;23;P5471:organic-con-tips(3t) P5720:paper-filter-virgin(3t) P5797:rolling-machine-acrilica-1-1-4(3t);2026-07-21;https://www.kushbreak.cl/bandeja-ocb-octopus-enrolar
69946;kushbreak;ocb;"Rolled tips OCB®";2500;Filtros y boquillas;23;P5471:organic-con-tips(3t) P5720:paper-filter-virgin(3t) P5797:rolling-machine-acrilica-1-1-4(3t);2026-07-21;https://www.kushbreak.cl/filtros-ocb-rolled-tips-pre-enrolados-tabaco
69160;kushbreak;ocb;"Bandeja OCB Pineapple";19990;Bandejas y ceniceros;23;P5471:organic-con-tips(3t) P5720:paper-filter-virgin(3t) P5797:rolling-machine-acrilica-1-1-4(3t);2026-07-21;https://www.kushbreak.cl/bandeja-ocb-pineapple-enrolar-cannabis
69042;kushbreak;ocb;"Conos OCB® Virgin x3";2990;Conos y blunts;23;P5471:organic-con-tips(3t) P5720:paper-filter-virgin(3t) P5797:rolling-machine-acrilica-1-1-4(3t);2026-07-21;https://www.kushbreak.cl/conos-ocb-virgin-x3-papelillos-pre-enrolados
69892;kushbreak;ocb;"Filtros OCB regular";1990;Filtros y boquillas;23;P5471:organic-con-tips(3t) P5720:paper-filter-virgin(3t) P5797:rolling-machine-acrilica-1-1-4(3t);2026-07-21;https://www.kushbreak.cl/filtros-ocb-regular-tabaco
69199;kushbreak;ozeta;"Bolso Ozeta Mediano";28990;Contenedores y estuches;35;P10699:case-pequeno-2023(2t) P5763:bag-chestbag-circular(4t) P5764:case-antiolor-medium(3t);2026-07-21;https://www.kushbreak.cl/bolso-ozeta-mediano-cierre
69269;kushbreak;ozeta;"OZeta Softbag";37990;Otros parafernalia;35;P10699:case-pequeno-2023(2t) P5763:bag-chestbag-circular(4t) P5764:case-antiolor-medium(3t);2026-07-21;https://www.kushbreak.cl/ozeta-softbag
69014;kushbreak;ozeta;"OZeta Duffle Bag";79990;Otros parafernalia;35;P10699:case-pequeno-2023(2t) P5763:bag-chestbag-circular(4t) P5764:case-antiolor-medium(3t);2026-07-21;https://www.kushbreak.cl/bolso-ozeta-duffle-bag-gigante
69213;kushbreak;ozeta;"OZeta Case XL";40990;Otros parafernalia;35;P10699:case-pequeno-2023(2t) P5763:bag-chestbag-circular(4t) P5764:case-antiolor-medium(3t);2026-07-21;https://www.kushbreak.cl/ozeta-case-cilindrico-xl
69018;kushbreak;piecemaker;"Boquilla Piece maker Krutch";2990;Filtros y boquillas;9;P5494:kazili(3t) P5795:konjurer(3t) P6011:kuban(2t);2026-07-21;https://www.kushbreak.cl/piece-maker-karma-pipa-silicona
69336;kushbreak;puffco;"Puffco Plus 2023";99990;Accesorios de extraccion;34;P10312:hot-knife(4t) P10890:proxy-joystick-cap(2t) P10432:peak-pro-power-dock(2t);2026-07-21;https://www.kushbreak.cl/puffco-plus-vaporizador-extracciones-cannabis
69331;kushbreak;puffco;"Puffco Ball Cap &amp; Tether";24990;Accesorios de extraccion;34;P10312:hot-knife(4t) P10890:proxy-joystick-cap(2t) P10432:peak-pro-power-dock(2t);2026-07-21;https://www.kushbreak.cl/puffco-ball-cap-tether-repuesto-vaporizador
69039;kushbreak;puffco;"Puffco Atomizador V3";45990;Accesorios de extraccion;34;P10312:hot-knife(4t) P10890:proxy-joystick-cap(2t) P10432:peak-pro-power-dock(2t);2026-07-21;https://www.kushbreak.cl/atomizador-puffco-peak-repuesto
69340;kushbreak;puffco;"Puffco Proxy";329990;Accesorios de extraccion;34;P10312:hot-knife(4t) P10890:proxy-joystick-cap(2t) P10432:peak-pro-power-dock(2t);2026-07-21;https://www.kushbreak.cl/puffco-proxy-vaporizador-extractos
69205;kushbreak;raw;"RAW caja metálica";6990;Contenedores y estuches;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/caja-metalica-raw-contenedor
69118;kushbreak;raw;"RAW Frasco de Vidrio";11990;Otros parafernalia;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/raw-frasco-vidrio-mason-jar
69051;kushbreak;raw;"RAW® Level 5 madera";39990;Otros parafernalia;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/raw-boquilla-madera-level-5-holder
69025;kushbreak;raw;"Tips RAW® Pre-enrolados";1690;Filtros y boquillas;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/tips-raw-gummed
69067;kushbreak;raw;"Bandeja RAW Double thick glass";59990;Bandejas y ceniceros;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/bandeja-raw-double-thick-vidrio-enrolar-papelillos
69021;kushbreak;raw;"RAW Trident madera";34990;Otros parafernalia;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/tridente-de-madera-raw
69056;kushbreak;raw;"Connosseur RAW® + tips 1 1/4";1590;Filtros y boquillas;46;P5464:black(4t) P5465:black-organic-hemp(3t) P5711:pre-roll-1-1-4-6u(2t);2026-07-21;https://www.kushbreak.cl/raw-papelillos-connosseur-14-tips
69260;kushbreak;ronson;"Encendedor Ronson";690;Encendedores y sopletes;3;P10239:gas-300ml(4t) P10238:gas-18ml(2t) P10874:torch-pequeno(2t);2026-07-21;https://www.kushbreak.cl/encendedor-ronson
69026;kushbreak;ryot;"Ryot 420 Kit Todo En 1";12990;Otros parafernalia;1;P10447:roller-wallet(2t);2026-07-21;https://www.kushbreak.cl/ryot-420-kit-todo-1
69010;kushbreak;ryot;"RYOT Hitter de Aluminio Anodizado";9990;Pipas;1;P10447:roller-wallet(2t);2026-07-24;https://www.kushbreak.cl/ryot-hitter-aluminio-anonizado
69267;kushbreak;ryot;"Multi Utility Tool RYOT";49990;Otros parafernalia;1;P10447:roller-wallet(2t);2026-07-21;https://www.kushbreak.cl/multi-utility-tool-ryot-cortapluma-navaja
69131;kushbreak;soulblime;"Contenedor para caños tipo Tubo - Soulblime";1290;Filtros y boquillas;11;P10343:soporte-celular(4t) P10500:metalica-mix(4t) P10527:bolsa-hermetica(2t);2026-07-21;https://www.kushbreak.cl/contenedor-para-canos-tipo-tubo-soulblime
69346;kushbreak;yocan;"Yocan ZIVA - Batería para Cartridges";19990;Accesorios de extraccion;11;P10468:falcon-kit-6-en-1(2t) P10214:vaporizer-hit-2(4t) P10493:dirk-hot-knife(3t);2026-07-21;https://www.kushbreak.cl/yocan-ziva-bateria-para-cartridges
69345;kushbreak;yocan;"Yocan UNI S - Batería para cartridges";27990;Accesorios de extraccion;11;P10468:falcon-kit-6-en-1(2t) P10214:vaporizer-hit-2(4t) P10493:dirk-hot-knife(3t);2026-07-21;https://www.kushbreak.cl/yocan-uni-s-bateria-cartridges
69192;kushbreak;yocan;"Yocan VANE - Vaporizador de Hierbas";69990;Accesorios de extraccion;11;P10468:falcon-kit-6-en-1(2t) P10214:vaporizer-hit-2(4t) P10493:dirk-hot-knife(3t);2026-07-21;https://www.kushbreak.cl/yocan-vane-vaporizador-de-hierbas
87819;friendlygrow;clipper;"Funda Multifunción para Encendedor 3-en-1 - Windproof &amp; Grinder";2990;Moledores;34;P5724:torch-lighter-jet-flame(3t) P5728:gas-classic-16ml(3t) P10480:metalico-deep-blue(2t);2026-07-24;https://www.friendlygrow.cl/funda_multifuncion_para-_encendedor-3-en-1
87632;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 1";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%201
87635;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 4";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%204
87633;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 2";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%202
87634;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 3";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%203
87637;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 6";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%206
87636;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 5";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%205
87631;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Brown";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Brown
87643;friendlygrow;cookies;"Full Smoking Set Cookies Edition - Kit Premium 9 Piezas";19000;Otros parafernalia;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/full-smoking-set-cookies-edition-kit-premium-9-piezas
87639;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 8";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%208
87630;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - White";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=White
87638;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 7";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%207
87570;friendlygrow;cookies;"Pesa Digital de Bolsillo Cookies MAXIM-500";119990;Otros parafernalia;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pesa-digital-de-bolsillo-cookies-maxim-500
87629;friendlygrow;cookies;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Pink";6290;Pipas;3;P10618:metal-metal(2t) P10670:stundenglass-wall-mount(3t) P10659:stundenglass-gravity-hookah(3t);2026-07-24;https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Pink
87457;friendlygrow;galaxy;"Moledor Lightning Colors Metal 55mm - Azul";6990;Moledores;17;P5499:aluminio-63mm(3t) P5356:aluminio-73mm(4t) P5502:new-pro-model(4t);2026-07-24;https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Azul
87458;friendlygrow;galaxy;"Moledor Lightning Colors Metal 55mm - Amarillo";6990;Moledores;17;P5499:aluminio-63mm(3t) P5356:aluminio-73mm(4t) P5502:new-pro-model(4t);2026-07-24;https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Amarillo
87460;friendlygrow;galaxy;"Moledor Lightning Colors Metal 55mm - Morado";6990;Moledores;17;P5499:aluminio-63mm(3t) P5356:aluminio-73mm(4t) P5502:new-pro-model(4t);2026-07-24;https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Morado
88381;friendlygrow;galaxy;"Vaporizador Discreto Dazzleaf Spaceman 550mah Para Cartridge";28000;Accesorios de extraccion;17;P5499:aluminio-63mm(3t) P5356:aluminio-73mm(4t) P5502:new-pro-model(4t);2026-07-24;https://www.friendlygrow.cl/vaporizador-discreto-dazzleaf-spaceman-550mah-para-cartridge-4
87459;friendlygrow;galaxy;"Moledor Lightning Colors Metal 55mm - Verde";6990;Moledores;17;P5499:aluminio-63mm(3t) P5356:aluminio-73mm(4t) P5502:new-pro-model(4t);2026-07-24;https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Verde
87644;friendlygrow;smoking;"Full Smoking Set Mr. Joint Pink Edition - Kit Premium de 10 Piezas";19000;Otros parafernalia;1;P10515:deluxe-king-size(2t);2026-07-24;https://www.friendlygrow.cl/full-smoking-set-mr-joint-pink-edition-kit-premium-de-10-piezas
87645;friendlygrow;smoking;"Pack Fumeta Set Stoner Days - Kit Premium 11 Piezas";19000;Otros parafernalia;1;P10515:deluxe-king-size(2t);2026-07-24;https://www.friendlygrow.cl/full-smoking-set-stoner-days-kit-premium-9-piezas
88236;friendlygrow;weecke;"Boquilla de Enfriamiento Vaporizador Herbal Fenix Pro";19990;Repuestos para bongs y vaporizadores;6;P10365:fenix-2-max(2t) P10506:boquilla-fenix-neo(2t) P10509:c-vapor-mini(2t);2026-07-24;https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-fenix-pro
88232;friendlygrow;weecke;"Boquilla de Enfriamiento Vaporizador Herbal Fenix Neo";24990;Repuestos para bongs y vaporizadores;6;P10365:fenix-2-max(2t) P10506:boquilla-fenix-neo(2t) P10509:c-vapor-mini(2t);2026-07-24;https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-fenix-neo
88230;friendlygrow;weecke;"Boquilla de Enfriamiento Vaporizador Herbal Fenix Mini +";19990;Repuestos para bongs y vaporizadores;6;P10365:fenix-2-max(2t) P10506:boquilla-fenix-neo(2t) P10509:c-vapor-mini(2t);2026-07-24;https://www.friendlygrow.cl/boquilla-de-enfriamiento-herbal-fenix-mini
87538;friendlygrow;yocan;"Vaporizador De Hierbas Yocan Vane 100% Original Yocantech - Azul";49990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-de-hierbas-yocan-vane-100-original-yocantech?variant=Azul
88838;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Phaser Max - Plateado";249990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-phaser-max?variant=Plateado
88839;friendlygrow;yocan;"Yocan Cloud 2 Coil";17990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-qbc-coil
88902;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Morado";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Morado
88898;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Rosa";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Rosa
88888;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Azul";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Azul
88413;friendlygrow;yocan;"Repuesto Hot Knife Yocan Dirk";10990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dirk-tip
87539;friendlygrow;yocan;"Vaporizador De Hierbas Yocan Vane 100% Original Yocantech - Nude";49990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-de-hierbas-yocan-vane-100-original-yocantech?variant=Nude
87508;friendlygrow;yocan;"Boquila Enfriamiento Herbal Vaporizador Yocan Vane 2";9990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-vane-2-mouthpiece
87537;friendlygrow;yocan;"Vaporizador De Hierbas Yocan Vane 100% Original Yocantech - Rojo";49990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-de-hierbas-yocan-vane-100-original-yocantech?variant=Rojo
88882;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Rojo";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Rojo
88889;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Verde";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Verde
88892;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Go - Rojo";180000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-go?variant=Rojo
88626;friendlygrow;yocan;"Yocan Phaser Max Glass (repuesto)";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-phaser-max-glass-repuesto
87917;friendlygrow;yocan;"Vaporizador Extracciones Yocan Cylo | Pantalla Smart Led - Negro";42000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-extracciones-yocan-cylo-pantalla-smart-led?variant=Negro
88884;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Blanco";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Blanco
88903;friendlygrow;yocan;"Vaporizador Extracciones E-Rig Yocan iCan - Verde";46990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-ican?variant=Verde
88893;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Go - Azul";180000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-go?variant=Azul
88895;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Go - Blanco";180000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-go?variant=Blanco
88024;friendlygrow;yocan;"Vaporizador Yocan Ziva Pro Para Cartridges Rosca 510 - Silver";19990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-yocan-ziva-pro-para-cartridges-rosca-510?variant=Silver
88037;friendlygrow;yocan;"Yocan QBC Coil";11490;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-qbc-coil-1
88027;friendlygrow;yocan;"Vaporizador Yocan Ziva Pro Para Cartridges Rosca 510 - Blue Purple Gradient";19990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/vaporizador-yocan-ziva-pro-para-cartridges-rosca-510?variant=Blue%20Purple%20Gradient
88886;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Celeste";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Celeste
88885;friendlygrow;yocan;"Vaporizador Incognito Doble Yocan Dubb - Lila";24990;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-dubb?variant=Lila
88890;friendlygrow;yocan;"Vaporizador Extracciones E-rig Yocan Go - Negro";180000;Accesorios de extraccion;7;P10468:falcon-kit-6-en-1(2t) P10892:vaporizer-hit(2t) P10521:kodo-pro(2t);2026-07-24;https://www.friendlygrow.cl/yocan-go?variant=Negro
