type,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
high-spread,10066,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos,Papelillos,Blazy Susan,blazy-susan,paper-king-size-king-size,purple-king-size-slim,/productos/blazy-susan/purple-king-size-slim,4,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,400,990,148,GrowBarato Chile,Astro Growshop,true,true,2026-06-13T01:31:24.601Z,Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos | Blazy Susan Papelillos King Size Purple | Papelillo Purple King Size Slim -Blazy Susan | Papelillo King Size Slim Blazy Susan Purple | PIRANHA
high-spread,6567,Moledor Bulldog Ámsterdam Metálico Silver 4 Partes,Moledores,The Bulldog,the-bulldog,grinder-metal,metal-4-partes,/productos/the-bulldog/metal-4-partes,3,2,GrowBarato Chile | Piranha,10700,24990,134,GrowBarato Chile,Piranha,true,true,2026-06-13T01:55:01.664Z,Moledor Bulldog Ámsterdam Metálico Silver 4 Partes | Moledor Metálico Bulldog 4 | Moledor metálico Bulldog de 4 partes
high-spread,6576,Papelillo Vibes Cáñamo 1 1/4,Papelillos,Vibes,vibes,paper-1-1-4-1-1-4,organic,/productos/vibes/organic,5,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,893,1990,123,Piranha,Astro Growshop,true,true,2026-06-13T01:57:34.408Z,Papelillo Vibes Cáñamo 1 1/4 | Papelillos Vibes Ultra Finos 1 1/4 | Papelillos Vibes Cañamo 1 1/4 | Papelillos Vibes 1.¼ Organic Hemp | Papelillos Organic Hemp 114 Unidad-Vibes
high-spread,5726,Encendedor Clipper Metálico | PIRANHA,Encendedores y sopletes,Clipper,clipper,lighter-encendedor-metalico,metal-lighter-metal,/productos/clipper/metal-lighter-metal,20,3,Astro Growshop | Fumetas | Piranha,3190,6990,119,Fumetas,Fumetas,true,true,2026-06-13T01:39:02.845Z,Clipper Gas Butano 100 ml | Gas Butano 300 Ml-Clipper | Encendedor Metálico All Patterns -Clipper | Encendedor Metálico Gold -Clipper | Encendedor Clipper Metálico | PIRANHA | Encendedor Clipper Metálico | PIRANHA | Encendedor Clipper Metálico | PIRANHA | Encendedor Clipper Metálico | PIRANHA | Encendedor Clipper Metálico | PIRANHA | Encendedor Clipper Metálico | PIRANHA | Encendedor Metálico Safari -Clipper | Encendedor Metálico Turqueosie -Clipper | ENCENDEDOR METALICO JUNGLE LEAFS VARIEDADES | Encendedor Clipper Metálico Silver Devil | Encendedor Clipper Metálico Jungle Leaf | Encendedor Clipper Metálico Icy Tornasol | Encendedor Clipper Metálico All Patterns | Encendedor Clipper Metálico Gold | Encendedor Clipper Metálico Safari | Encendedor Clipper Metálico Dark Rose Gold
high-spread,5965,RAW Porta Papeles de 1.1/4 caja metálica,Contenedores y estuches,RAW,raw,,case-1-1-4,/productos/raw/case-1-1-4,8,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,1400,2990,114,GrowBarato Chile,Astro Growshop,true,true,2026-06-13T01:56:17.314Z,RAW Porta Papeles de 1.1/4 caja metálica | PORTA PAPELILLOS METALICOS 1 1/4- RAW | Porta Papelillo RAW Metálico 1 1/4 | Porta Papelillo RAW 1 1/4 | Porta Papelillo RAW Black 1 1/4 | Cajita Metálica RAW para Pre-Enrolados (1 1/4/King Size) | PIRANHA | CAJITA METALICA PARA PREENROLADOS 1 1/4-RAW | Raw Cajita Metálica para Pre-Enrolados 1 1/4
high-spread,10100,Veazy Storz & Bickel | PIRANHA,Vaporizadores herbales,Storz & Bickel,storz-bickel,,venty,/productos/storz-bickel/venty,4,3,Astro Growshop | Fumetas | Piranha,249191,499990,101,Piranha,Fumetas,true,true,2026-06-13T01:52:38.653Z,Veazy Storz & Bickel | PIRANHA | Venty Storz & Bickel | PIRANHA | Vaporizador Venty-Storz &amp; Bickel | Vaporizador Venty Storz &amp; Bickel
high-spread,10222,Bong Heavy Beaker 28Cm- Cabo,Bongs,CABO,cabo,bong-heavy-beaker-28cm-28cm,heavy-beaker,/productos/cabo/heavy-beaker,3,3,Astro Growshop | Fumetas | GrowBarato Chile,18990,37990,100,Astro Growshop,Fumetas,true,true,2026-06-13T01:56:20.924Z,Bong Heavy Beaker 28Cm- Cabo | Cabo Heavy Beaker ┃Bong boca ancha | Cabo Heavy Beaker 28cm
high-spread,6010,Pipa Hitter 12mm Calvo | One Hitter color rosa y negro Chile,Pipas,Calvo Glass,calvo,pipe-pipa-hitter-12mm-one-12mm,hitter,/productos/calvo/hitter,3,3,Astro Growshop | Fumetas | GrowBarato Chile,1000,1990,99,GrowBarato Chile,Fumetas,true,true,2026-06-13T01:59:29.136Z,Pipa Hitter 12mm Calvo | One Hitter color rosa y negro Chile | Calvo Pipa Hitter 12mm | Hitter Signature- Calvo Glass
high-spread,10266,Vaporizador Airis Neo P8000 Kiwi Passion Fruit Guava 5%-Airistech,Vaporizadores electronicos,AIRISTECH,airis,disposable-neo-p8000,disposable-neo-p8000-kiwi,/productos/airis/disposable-neo-p8000-kiwi,2,2,Astro Growshop | Piranha,11954,22990,92,Piranha,Astro Growshop,true,true,2026-06-13T01:40:54.238Z,Vaper Airis Neo P8000 - Kiwi Passion Fruit Guava | PIRANHA | Vaporizador Airis Neo P8000 Kiwi Passion Fruit Guava 5%-Airistech
high-spread,5754,Storz &amp; Bickel Cargador Crafty para auto 12V,Repuestos para bongs y vaporizadores,Storz & Bickel,storz-bickel,repuestos-crafty,charger-crafty-car-charger,/productos/storz-bickel/charger-crafty-car-charger,3,3,Astro Growshop | Fumetas | Piranha,18905,35990,90,Piranha,Astro Growshop,true,true,2026-06-13T01:52:52.097Z,Crafty Cargador 12V para Autos | Storz &amp; Bickel Cargador Crafty para auto 12V | Cargador Crafty Coches De 12 Voltios-Storz &amp; Bickel
high-spread,10546,Soulblime Contenedor con Tapa-Bandeja,Bandejas y ceniceros,,soulblime,contenedor-tapa-bandeja,contenedor-tapa-bandeja,/productos/soulblime/contenedor-tapa-bandeja,3,3,Astro Growshop | Fumetas | Piranha,3190,5990,88,Fumetas,Astro Growshop,true,true,2026-06-13T01:48:30.187Z,Soulblime Contenedor con Tapa-Bandeja | Contenedor con Tapa Bandeja de Enrolado Soulblime | PIRANHA | CONTENEDOR BANDEJA CON TAPA DISEÑOS UND
high-spread,10202,Pipa Top Smoke Pocket | PIRANHA,Pipas,TOP SMOKE,top-smoke,pipe-pipa-pocket,pocket,/productos/top-smoke/pocket,3,3,Astro Growshop | Fumetas | Piranha,4794,8990,88,Piranha,Fumetas,true,true,2026-06-13T01:32:55.940Z,Pipa Top Smoke Pocket | PIRANHA | Top Smoke Pipa Pocket 9cm | PiPA SILICONA POCKET -TOP SMOKE
high-spread,5732,Bandeja Enrolado Neon Tray LED,Bandejas y ceniceros,Bonglab,bonglab,tray-enrolado-neon-tray-led,neon-led,/productos/bonglab/neon-led,3,3,Astro Growshop | Fumetas | Piranha,15992,29990,88,Piranha,Astro Growshop,true,true,2026-06-13T01:48:05.734Z,Bandeja Enrolado Neon Tray LED | Neon Tray Bandeja Enrolado Led -Bonglab | BongLab Bandeja Neon Tray - Iluminadas
high-spread,10400,The Bulldog Pipa Metálica con Rejillas,Pipas,,the-bulldog,pipa-metalica-rejillas,pipa-metalica-rejillas,/productos/the-bulldog/pipa-metalica-rejillas,2,2,GrowBarato Chile | Piranha,2700,4990,85,GrowBarato Chile,Piranha,true,true,2026-06-13T01:58:26.421Z,Pipa Metálica The Bulldog Ámsterdam con Rejillas | Pipa Metálica Bulldog
high-spread,10146,Papelillo Slim Ultimate King Size- Ocb,Papelillos,OCB,ocb,paper-king-size-king-size-slim,ultimate-king-size-slim,/productos/ocb/ultimate-king-size-slim,4,4,Astro Growshop | Fumetas | GrowBarato Chile | Piranha,1090,1990,83,Astro Growshop,Piranha,true,true,2026-06-13T01:56:25.569Z,Papelillo Slim Ultimate King Size- Ocb | OCB Slim Ultimate de origen orgánico | OCB Papelillos Ultimate Slim King Size | Papelillo OCB Ultimate King Size Slim | PIRANHA
high-spread,5801,Limpiador Bong Cherry 250Ml Formula Secreta 420,Limpieza,ASTRO,formula-secreta,cleaner-bong-pipe-420-250ml,cleaner-bong-pipe-420-250ml,/productos/formula-secreta/cleaner-bong-pipe-420-250ml,2,2,Astro Growshop | Piranha,2994,5490,83,Piranha,Astro Growshop,true,true,2026-06-13T01:42:01.164Z,Limpiador de bong Fórmula Secreta 420 250mL | Limpiador Bong Cherry 250Ml Formula Secreta 420
high-spread,10053,RAW Connoisseur 1.1/4+ Tips de RAW para armar,Papelillos,RAW,raw,classic-1-1-4-tips,classic-con-tips,/productos/raw/classic-con-tips,5,3,Fumetas | GrowBarato Chile | Piranha,1100,1990,81,GrowBarato Chile,Piranha,true,true,2026-06-13T01:55:30.134Z,RAW Connoisseur 1.1/4+ Tips de RAW para armar | Papelillos Raw Connoisseur 1 1/4 + Tips | Papelillo RAW Classic Connoisseur 1 1/4 + Boquilla | PIRANHA | Papelillos Raw Connoisseur 1 1/4 + Pre Rolled Tips | Papelillo RAW Classic 1 1/4 + Filtros Pre-Enrolados | PIRANHA
