rank,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
109,7885,Estuche Ywiwis Gollo - OZeta | PIRANHA,Contenedores y estuches,OZETA,ozeta,case-ywiwis,case-ywiwis,/productos/ozeta/case-ywiwis,2,2,Astro Growshop | Piranha,19992,24990,25,Piranha,Astro Growshop,true,true,2026-05-08T22:07:52.316Z,Estuche Ywiwis Gollo - OZeta | PIRANHA | Bolso Ywiwis Antiolor-Ozeta
110,5708,Blazy Susan Blunt Rose Wraps x2,Conos y blunts,Blazy Susan,blazy-susan,wrap-rose-2u,wrap-rose-2u,/productos/blazy-susan/wrap-rose-2u,2,2,Fumetas | Piranha,2151,2990,39,Fumetas,Piranha,true,true,2026-05-18T06:49:24.334Z,Blazy Susan Blunt Rose Wraps x2 | Rose Wraps Blazy Susan (2u) | PIRANHA
111,5730,Encendedor ZIPPO – Classic High Polish Teal | Grow Barato Chile,Encendedores y sopletes,ZIPPO,zippo,lighter-high-polish-teal,lighter-high-polish-teal,/productos/zippo/lighter-high-polish-teal,2,2,Fumetas | GrowBarato Chile,41400,44990,9,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:06:20.933Z,Encendedor ZIPPO – Classic High Polish Teal | Grow Barato Chile | Encendedor Zippo High Polish Teal Logo
112,5758,Juego De Mallas Pequeño Mighty-Storz &amp; Bickel,Repuestos para bongs y vaporizadores,STORZ & BICKEL,storz-bickel,screen-set-small,screen-set-small,/productos/storz-bickel/screen-set-small,2,2,Astro Growshop | Fumetas,7990,8990,13,Astro Growshop,Fumetas,true,true,2026-06-08T18:05:26.196Z,Juego De Mallas Pequeño Mighty-Storz &amp; Bickel | Storz &amp; Bickel Juego de mallas pequeño
113,5492,Cabo Heavy Hitter Pyrex,Pipas,CABO,cabo,heavy-hitter-9mm,heavy-hitter-9mm,/productos/cabo/heavy-hitter-9mm,2,2,Fumetas | GrowBarato Chile,4700,4990,6,GrowBarato Chile,Fumetas,true,true,2026-06-08T22:41:40.471Z,Cabo Heavy Hitter Pyrex | Cabo Heavy Hitter 9mm
114,5926,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA,Accesorios de extraccion,BLAZY SUSAN,blazy-susan,banger-diseno-macho-90-14mm,banger-diseno-macho-90-14mm,/productos/blazy-susan/banger-diseno-macho-90-14mm,2,2,Astro Growshop | Piranha,24592,34990,42,Piranha,Astro Growshop,true,true,2026-05-09T05:52:15.516Z,Bucket Banger Cuarzo Diseño Blazy Susan 14mm Macho | PIRANHA | Banger Cuarzo Diseño Bs 14Mm Macho-Blazy Susan
115,5503,Moledor Galaxy Quartz Aluminio Aeroespacial | PIRANHA,Moledores,GALAXY,galaxy,quartz,quartz,/productos/galaxy/quartz,3,3,Astro Growshop | Fumetas | Piranha,33293,47990,44,Piranha,Astro Growshop,true,true,2026-06-08T22:39:42.614Z,Moledor Galaxy Quartz Aluminio Aeroespacial | PIRANHA | Moledor Galaxy Quartz 63 mm | Moledor Quartz Grinder- Galaxy
116,5521,Bong Glycerin Thicc,Bongs,BONGLAB,bonglab,glycerin-thicc,glycerin-thicc,/productos/bonglab/glycerin-thicc,3,3,Fumetas | GrowBarato Chile | Piranha,89990,105990,18,Piranha,Fumetas,true,true,2026-05-18T06:49:15.334Z,Bong Glycerin Thicc | Glycerin Thicc Mint Bonglab - Bong Con Glicerina en GB The Green Brand | Bonglab Bong Glycerin Thicc 36cm
117,9246,Vaporizador Volcano Classi,Vaporizadores herbales,,storz-bickel,volcano-classic,volcano-classic,/productos/storz-bickel/volcano-classic,3,2,GrowBarato Chile | Piranha,339992,396000,16,Piranha,GrowBarato Chile,true,true,2026-06-08T22:42:31.876Z,Vaporizador Volcano Classi | Vaporizador Volcano Classic Onyx de Storz y Bickel | Volcano Classic y Digital Vaporizador
118,10176,Blazy Susan Deluxe Rolling Kit Purple King Size,Papelillos,Blazy Susan,blazy-susan,king-size-slim,purple-king-size-slim-con-tips,/productos/blazy-susan/purple-king-size-slim-con-tips,3,3,Astro Growshop | Fumetas | GrowBarato Chile,1490,2190,47,Astro Growshop,Fumetas,true,true,2026-05-09T06:52:00.045Z,Papelillo Purple King Size Slim Deluxe Kit 1U-Blazy Susan | Papelillo King Size Slim Blazy Susan Deluxe Kit Purple – Papeles de enrolar premium | Blazy Susan Deluxe Rolling Kit Purple King Size
119,5764,Estuche Anti Olor OZeta Mediano (Color a elección),Contenedores y estuches,OZETA,ozeta,case-antiolor-medium,case-antiolor-medium,/productos/ozeta/case-antiolor-medium,2,2,Fumetas | Piranha,25641,27990,9,Piranha,Fumetas,true,true,2026-05-09T06:32:11.187Z,Estuche Anti Olor OZeta Mediano (Color a elección) | Ozeta Estuche mediano 2022 - Anti-olor
120,5710,Futurola x Mike Tyson 3 Conos Pre-enrolados King Size,Conos y blunts,Futurola,futurola,pre-roll-mike-tyson-king-size-3u,pre-roll-mike-tyson-king-size-3u,/productos/futurola/pre-roll-mike-tyson-king-size-3u,2,2,Fumetas | Piranha,2290,2990,31,Fumetas,Piranha,true,true,2026-05-18T06:55:37.102Z,Futurola x Mike Tyson 3 Conos Pre-enrolados King Size | Cono Pre-Enrolado King Size Tyson x Futurola (3u) | PIRANHA
121,10158,Purify Carbon Activado 120Gr-Bonglab,Repuestos para bongs y vaporizadores,BONGLAB,bonglab,carbon-refill-refill,carbon-refill-refill,/productos/bonglab/carbon-refill-refill,2,2,Astro Growshop | Fumetas,7990,7990,0,Astro Growshop,Astro Growshop,true,true,2026-05-18T06:45:36.644Z,Purify Carbon Activado 120Gr-Bonglab | Bonglab Repuesto Purify Carbón Activado 120 grs
122,6777,Bonglab American Hitter 18mm,Pipas,BongLab,bonglab,american-hitter,american-hitter,/productos/bonglab/american-hitter,2,2,Fumetas | Piranha,5516,6490,18,Fumetas,Piranha,true,true,2026-06-08T22:36:35.762Z,Bonglab American Hitter 18mm | Hitter American 1.8mm - BongLab | PIRANHA
123,9248,Vaporizador Puffco New Peak | PIRANHA,Accesorios de extraccion,PUFFCO,puffco,vaporizer-peak,vaporizer-peak,/productos/puffco/vaporizer-peak,2,2,Fumetas | Piranha,258993,269990,4,Piranha,Fumetas,true,true,2026-05-15T19:39:55.024Z,Vaporizador Puffco New Peak | PIRANHA | Vaporizador Puffco Peak 2024
124,5999,Moledor Cerámico v 2.5 5cm SLX | PIRANHA,Moledores,SLX,slx,ceramic-50mm,ceramic-50mm,/productos/slx/ceramic-50mm,3,3,Astro Growshop | Fumetas | Piranha,39992,49990,25,Piranha,Astro Growshop,true,true,2026-06-08T22:34:34.770Z,Moledor Cerámico v 2.5 5cm SLX | PIRANHA | Moledor SLX 50mm | Moledor 5Cm -Slx
125,10165,Km3 Clear-Bonglab,Bongs,BONGLAB,bonglab,km3,km3,/productos/bonglab/km3,2,2,Astro Growshop | Fumetas,12790,16990,33,Astro Growshop,Fumetas,true,true,2026-05-18T06:49:26.526Z,Km3 Clear-Bonglab | BongLab Bong KM3 Clear 12cm
126,9245,Mighty +,Vaporizadores herbales,,storz-bickel,mighty-plus,mighty-plus,/productos/storz-bickel/mighty-plus,2,2,GrowBarato Chile | Piranha,375991,387000,3,Piranha,GrowBarato Chile,true,true,2026-06-08T22:40:10.129Z,Mighty + | Mighty Plus Storz & Bickel Negro
127,10141,OCB Papelillos X-pert Slim King Size,Papelillos,OCB,ocb,king-size-slim,x-pert-king-size-slim,/productos/ocb/x-pert-king-size-slim,3,3,Fumetas | GrowBarato Chile | Piranha,1600,1990,24,GrowBarato Chile,Piranha,true,true,2026-05-18T07:08:14.634Z,OCB X-Pert King Size Papelillos Ultra Finos - GB The Green Brand | OCB Papelillos X-pert Slim King Size | Papelillo OCB Xpert King Size Slim| PIRANHA
128,5762,Banano Anti Olor Con Clave,Contenedores y estuches,OZETA,ozeta,bag-banano,bag-banano,/productos/ozeta/bag-banano,2,2,GrowBarato Chile | Piranha,28792,36000,25,Piranha,GrowBarato Chile,true,true,2026-05-09T06:05:58.309Z,Banano Anti Olor Con Clave | Bolso bandolera Banano Anti-Olor de Ozeta
129,5707,Conos Pre-Enrolados Blazy Susan 1 1/4 6u Purple | PIRANHA,Conos y blunts,BLAZY SUSAN,blazy-susan,pre-roll-purple-1-1-4-6u,pre-roll-purple-1-1-4-6u,/productos/blazy-susan/pre-roll-purple-1-1-4-6u,2,2,Fumetas | Piranha,2990,3411,14,Piranha,Fumetas,true,true,2026-05-18T06:55:36.682Z,Conos Pre-Enrolados Blazy Susan 1 1/4 6u Purple | PIRANHA | Blazy Susan Conos Pre-enrolados Purple 1 1/4 6 uds.
130,8647,Repuesto Saber Replacement Tip Focus V | PIRANHA,Repuestos para bongs y vaporizadores,FOCUS V,focus-v,tip-saber-tip-1u,tip-saber-tip-1u,/productos/focus-v/tip-saber-tip-1u,2,2,Astro Growshop | Piranha,10441,10990,5,Piranha,Astro Growshop,true,true,2026-06-08T18:08:18.525Z,Repuesto Saber Replacement Tip Focus V | PIRANHA | REPUESTO SABER TIP-FOCUS V
131,6771,Pipa silicona llavero de Piece Maker,Pipas,,piecemaker,kiwi,kiwi,/productos/piecemaker/kiwi,2,2,Fumetas | GrowBarato Chile,8200,8990,10,GrowBarato Chile,Fumetas,true,true,2026-06-08T22:42:33.279Z,Pipa silicona llavero de Piece Maker | PMG Pipa Kiwi 8cm
132,9247,Puffco Vaporizador Peak Pro,Accesorios de extraccion,Puffco,puffco,vaporizer-peak-pro,vaporizer-peak-pro,/productos/puffco/vaporizer-peak-pro,3,2,Fumetas | GrowBarato Chile,459990,540000,17,Fumetas,GrowBarato Chile,true,true,2026-05-18T07:08:21.165Z,Puffco Vaporizador Peak Pro | Puffco Vaporizador New Peak Pro + Chamber 3D XL | Puffco Peak Pro vaporizador
133,9852,Moledor SLX 60mm┃Moledor de cerámica antiadherente,Moledores,SLX,slx,ceramic-60mm,ceramic-60mm,/productos/slx/ceramic-60mm,3,3,Astro Growshop | Fumetas | GrowBarato Chile,51000,55990,10,GrowBarato Chile,Astro Growshop,true,true,2026-06-08T22:42:22.010Z,Moledor SLX 60mm┃Moledor de cerámica antiadherente | Moledor SLX 60mm | Moledor 6CM -Slx
134,5778,Tiny Bell -Bonglab,Bongs,BONGLAB,bonglab,tiny-bell,tiny-bell,/productos/bonglab/tiny-bell,2,2,Astro Growshop | Piranha,14390,16990,18,Astro Growshop,Piranha,true,true,2026-05-14T13:46:39.410Z,Tiny Bell -Bonglab | Bong Tiny Bell
135,5745,Volcano Hybrid Onyx Edition-Storz &amp; Bickel,Vaporizadores herbales,STORZ & BICKEL,storz-bickel,volcano-hybrid-onyx,volcano-hybrid-onyx,/productos/storz-bickel/volcano-hybrid-onyx,2,2,Astro Growshop | Fumetas,569990,599990,5,Astro Growshop,Fumetas,true,true,2026-05-09T06:26:36.009Z,Volcano Hybrid Onyx Edition-Storz &amp; Bickel | Vaporizador Volcano Hybrid Onyx
136,10175,Blazy Susan Deluxe Rolling Kit Pink King Size,Papelillos,Blazy Susan,blazy-susan,king-size-slim,pink-king-size-slim-con-tips,/productos/blazy-susan/pink-king-size-slim-con-tips,3,3,Astro Growshop | Fumetas | GrowBarato Chile,1600,2490,56,GrowBarato Chile,Astro Growshop,true,true,2026-05-09T06:51:59.089Z,Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Papeles de Enrolar Premium | Blazy Susan Deluxe Rolling Kit Pink King Size | Papelillo Pink King Size Slim Deluxe Kit 1U-Blazy Susan
137,5782,Muslera c/clave,Contenedores y estuches,OZETA,ozeta,bag-legbag,bag-legbag,/productos/ozeta/bag-legbag,2,2,GrowBarato Chile | Piranha,34773,42300,22,Piranha,GrowBarato Chile,true,true,2026-05-14T13:48:00.856Z,Muslera c/clave | Bolso Muslera Ozeta c/clave - GB The Green Brand
138,5706,Conos Pre-Enrolados Blazy Susan King Size 3u Pink | PIRANHA,Conos y blunts,BLAZY SUSAN,blazy-susan,pre-roll-pink-king-size-3u,pre-roll-pink-king-size-3u,/productos/blazy-susan/pre-roll-pink-king-size-3u,2,2,Fumetas | Piranha,2990,3591,20,Piranha,Fumetas,true,true,2026-05-18T06:55:35.851Z,Conos Pre-Enrolados Blazy Susan King Size 3u Pink | PIRANHA | Blazy Susan Conos Pre-enrolados Pink King Size 3 uds.
139,5753,Pax Flat Mouthpiece 2 Unidades.,Repuestos para bongs y vaporizadores,PAX,pax,mouthpiece-2u,mouthpiece-2u,/productos/pax/mouthpiece-2u,2,2,Fumetas | Piranha,14990,15191,1,Fumetas,Piranha,true,true,2026-06-08T18:08:18.184Z,Pax Flat Mouthpiece 2 Unidades. | Boquilla Plana Pax 2/3 2 unidades
140,5490,Pipa Calvo Horn Pipe 10cm | PIRANHA,Pipas,CALVO,calvo,horn,horn,/productos/calvo/horn,2,2,Fumetas | Piranha,10943,14990,37,Piranha,Fumetas,true,true,2026-05-18T14:18:11.578Z,Pipa Calvo Horn Pipe 10cm | PIRANHA | Calvo Glass Pipa Horn Pipe 10 cm
141,6002,Moledor SLX 90mm,Moledores,SLX,slx,ceramic-90mm,ceramic-90mm,/productos/slx/ceramic-90mm,3,3,Astro Growshop | Fumetas | GrowBarato Chile,108741,119990,10,Fumetas,Astro Growshop,true,true,2026-06-08T22:42:06.969Z,Moledor SLX 90mm | Moledor SLX 90 mm cerámico antiadherente | Grinder SLX grande | Moledor 9CM-Slx
142,10108,Bonglab Prisma,Bongs,BONGLAB,bonglab,prisma,prisma,/productos/bonglab/prisma,2,2,Astro Growshop | GrowBarato Chile,15300,16190,6,GrowBarato Chile,Astro Growshop,true,true,2026-05-14T13:49:03.114Z,Bonglab Prisma | Prisma Clear-Bonglab
143,10130,Papelillos RAW Supernatural Super King Size 30cm | PIRANHA,Papelillos,RAW,raw,30cm,super-king-30cm,/productos/raw/super-king-30cm,3,3,Fumetas | GrowBarato Chile | Piranha,4490,5190,16,Piranha,Fumetas,true,true,2026-05-09T06:52:07.839Z,Papelillos RAW Supernatural Super King Size 30cm | PIRANHA | Papelillos Largos RAW Super King Size 30cm | Papelillos RAW Super King 30cm
144,5781,Muslera XL c/clave,Contenedores y estuches,OZETA,ozeta,bag-legbag-xl,bag-legbag-xl,/productos/ozeta/bag-legbag-xl,2,2,Astro Growshop | Piranha,37493,41990,12,Piranha,Astro Growshop,true,true,2026-05-14T13:48:00.889Z,Muslera XL c/clave | Bolso Muslera Xl Con Clave -Ozeta
145,5712,Blazy Susan Conos Pre-enrolados Shorty 12 uds.,Conos y blunts,Blazy Susan,blazy-susan,pre-roll-shorty-53mm-12u,pre-roll-shorty-53mm-12u,/productos/blazy-susan/pre-roll-shorty-53mm-12u,2,2,Fumetas | Piranha,4491,4990,11,Fumetas,Piranha,true,true,2026-05-18T06:55:41.225Z,Blazy Susan Conos Pre-enrolados Shorty 12 uds. | Conos Pre-Enrolados Blazy Susan Shortys 53mm Pink 12u | PIRANHA
146,5754,Storz &amp; Bickel Cargador Crafty para auto 12V,Repuestos para bongs y vaporizadores,Storz & Bickel,storz-bickel,charger-crafty-car-charger,charger-crafty-car-charger,/productos/storz-bickel/charger-crafty-car-charger,2,2,Astro Growshop | Fumetas,19990,35990,80,Fumetas,Astro Growshop,true,true,2026-06-08T18:05:26.292Z,Storz &amp; Bickel Cargador Crafty para auto 12V | Cargador Crafty Coches De 12 Voltios-Storz &amp; Bickel
147,6776,Filter Hitter Cabo - GB The Green Brand,Pipas,CABO,cabo,filter-hitter,hitter,/productos/cabo/hitter,2,2,Fumetas | GrowBarato Chile,13500,17091,27,GrowBarato Chile,Fumetas,true,true,2026-05-18T14:27:21.617Z,Filter Hitter Cabo - GB The Green Brand | Cabo Pipa Filter Hitter 8cm
148,6003,Moledor Tarjeta Soulblime portátil,Moledores,SOULBLIME,soulblime,tarjeta,tarjeta,/productos/soulblime/tarjeta,2,2,Fumetas | GrowBarato Chile,2300,2990,30,GrowBarato Chile,Fumetas,true,true,2026-06-08T22:42:18.101Z,Moledor Tarjeta Soulblime portátil | Soulblime Tarjeta Moledor
149,5777,Little Buchner-Bonglab,Bongs,BONGLAB,bonglab,little-buchner,little-buchner,/productos/bonglab/little-buchner,2,2,Astro Growshop | Piranha,19770,19771,0,Astro Growshop,Piranha,true,true,2026-05-14T13:46:39.518Z,Little Buchner-Bonglab | Bong Little Buchner
150,5421,Papelillo Unbleached King Size Slim Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,king-size-slim,unbleached-king-size-slim,/productos/blazy-susan/unbleached-king-size-slim,2,2,Astro Growshop | Piranha,490,990,102,Astro Growshop,Piranha,true,true,2026-05-18T06:45:51.931Z,Papelillo Unbleached King Size Slim Blazy Susan | Papelillo King Size Slim Blazy Susan Unbleached | PIRANHA
151,5780,Ozeta Chestbag 4x4 con clave - Anti-olor,Contenedores y estuches,Ozeta,ozeta,bag-chestbag-4x4-4x4,bag-chestbag-4x4-4x4,/productos/ozeta/bag-chestbag-4x4-4x4,2,2,Astro Growshop | Fumetas,38691,42990,11,Fumetas,Astro Growshop,true,true,2026-05-18T06:49:19.395Z,Ozeta Chestbag 4x4 con clave - Anti-olor | Bolso Chestbag 4X4 Con Clave-Ozeta
152,10152,Blazy Susan Conos Pre-enrolados King Size 50 uds.,Conos y blunts,Blazy Susan,blazy-susan,pre-roll-pink-king-size-50u,pre-roll-pink-king-size-50u,/productos/blazy-susan/pre-roll-pink-king-size-50u,2,2,Astro Growshop | Fumetas,26991,29990,11,Fumetas,Astro Growshop,true,true,2026-05-18T06:49:20.391Z,Blazy Susan Conos Pre-enrolados King Size 50 uds. | CONOS PRE ROLL KING SIZE JAR 50U-BLAZY SUSAN
153,5756,Unidad De Enfriamiento Crafty-Storz &amp; Bickel,Repuestos para bongs y vaporizadores,STORZ & BICKEL,storz-bickel,cooling-unit-crafty,cooling-unit-crafty,/productos/storz-bickel/cooling-unit-crafty,2,2,Astro Growshop | Fumetas,19990,21990,10,Astro Growshop,Fumetas,true,true,2026-06-08T18:05:26.232Z,Unidad De Enfriamiento Crafty-Storz &amp; Bickel | Storz &amp; Bickel Unidad de enfriamiento Crafty
154,6011,PieceMaker Pipa Kuban 11 cm,Pipas,PieceMaker,piecemaker,kuban,kuban,/productos/piecemaker/kuban,2,2,Fumetas | Piranha,14293,18743,31,Fumetas,Piranha,true,true,2026-06-08T22:36:34.473Z,PieceMaker Pipa Kuban 11 cm | Pipa Kuban PieceMaker 11cm (Color a elección) | PIRANHA
155,5498,Galaxy Moledor Biodegradable | Grinder ecológico resistente,Moledores,GALAXY,galaxy,ecologico,ecologico,/productos/galaxy/ecologico,2,2,Astro Growshop | GrowBarato Chile,3400,4990,47,GrowBarato Chile,Astro Growshop,true,true,2026-06-08T22:42:19.430Z,Galaxy Moledor Biodegradable | Grinder ecológico resistente | Grinder Ecológico -Galaxy
156,5534,Heavy Bubbler Cabo de borosilicato,Bongs,CABO,cabo,heavy-bubbler,heavy-bubbler,/productos/cabo/heavy-bubbler,2,2,Fumetas | GrowBarato Chile,19800,29990,51,GrowBarato Chile,Fumetas,true,true,2026-05-18T06:49:33.949Z,Heavy Bubbler Cabo de borosilicato | Cabo Pipa Heavy Bubbler 12cm
157,5467,Papelillo Unbleached 1 1/4 1Und-Blazy Susan,Papelillos,BLAZY SUSAN,blazy-susan,1-1-4,unbleached,/productos/blazy-susan/unbleached,2,2,Astro Growshop | Piranha,790,790,0,Piranha,Piranha,true,true,2026-06-02T23:51:31.343Z,Papelillo 1 1/4 Blazy Susan Unbleached | PIRANHA | Papelillo Unbleached 1 1/4 1Und-Blazy Susan
158,10174,Shoulderbag con Clave Anti-olor OZeta,Contenedores y estuches,Ozeta,ozeta,case-shoulderbag,shoulderbag-con-clave,/productos/ozeta/shoulderbag-con-clave,2,2,Fumetas | GrowBarato Chile,39700,40990,3,GrowBarato Chile,Fumetas,true,true,2026-05-18T07:08:19.766Z,Shoulderbag con Clave Anti-olor OZeta | Ozeta Shoulderbag con Clave - Anti-olor
159,5757,Storz &amp; Bickel Cápsulas Monodosis 40 unidades,Repuestos para bongs y vaporizadores,Storz & Bickel,storz-bickel,dosing-capsules-monodosis-40u,dosing-capsules-monodosis-40u,/productos/storz-bickel/dosing-capsules-monodosis-40u,2,2,Astro Growshop | Fumetas,20990,22990,10,Fumetas,Astro Growshop,true,true,2026-06-08T18:05:26.352Z,Storz &amp; Bickel Cápsulas Monodosis 40 unidades | Capsulas Monodosis 40 Unidades - Storz &amp; Bickel
160,6773,American Helix Pipa UNO OG Mini 12cm,Pipas,American Helix,american-helix,mini-uno,mini-uno,/productos/american-helix/mini-uno,4,2,Astro Growshop | Fumetas,36990,36990,0,Astro Growshop,Astro Growshop,false,true,2026-05-18T14:18:08.301Z,Pipa Uno Mini Standard Verde-American Helix | Pipa Uno Mini Standard Rojo-American Helix | Pipa Uno Mini Standard Azul-American Helix | American Helix Pipa UNO OG Mini 12cm
161,5515,Moledor Metálico Lion Rolling Circus - 2 Partes,Moledores,LION ROLLING CIRCUS,lion-rolling-circus,metal-2-partes,metal-2-partes,/productos/lion-rolling-circus/metal-2-partes,2,2,GrowBarato Chile | Piranha,3600,7591,111,GrowBarato Chile,Piranha,true,true,2026-06-08T22:41:46.637Z,Moledor Metálico Lion Rolling Circus - 2 Partes | Moledor Metálico Lion Rolling Circus 5cm 2 Partes | PIRANHA
162,5525,Dream Rig-Bonglab,Bongs,BONGLAB,bonglab,dream-rig,dream-rig,/productos/bonglab/dream-rig,2,2,Astro Growshop | Piranha,22990,24831,8,Astro Growshop,Piranha,true,true,2026-05-09T06:32:40.362Z,Dream Rig-Bonglab | Bong Dream Rig
163,10146,Papelillo Slim Ultimate King Size- Ocb,Papelillos,OCB,ocb,king-size-slim,ultimate-king-size-slim,/productos/ocb/ultimate-king-size-slim,2,2,Astro Growshop | Fumetas,1090,1690,55,Astro Growshop,Fumetas,true,true,2026-05-18T06:46:00.177Z,Papelillo Slim Ultimate King Size- Ocb | OCB Papelillos Ultimate Slim King Size
164,5779,OZETA BOLSO ANTI OLOR CROSSBAG 5X5 - CAJA ROTA,Contenedores y estuches,OZETA,ozeta,bag-crossbag-5x5,bag-crossbag-5x5,/productos/ozeta/bag-crossbag-5x5,3,2,Astro Growshop | Fumetas,39990,47990,20,Astro Growshop,Astro Growshop,true,true,2026-05-18T06:45:28.998Z,OZETA BOLSO ANTI OLOR CROSSBAG 5X5 - CAJA ROTA | Ozeta Crossbag 5x5 - Anti-olor | Bolso 5X5 Crossbag Negra-Ozeta
165,10160,Chiller Unit Red 18Mm-Bonglab,Repuestos para bongs y vaporizadores,BONGLAB,bonglab,chiller-unit-red-18mm,chiller-unit-red-18mm,/productos/bonglab/chiller-unit-red-18mm,2,2,Astro Growshop | Fumetas,28990,31990,10,Astro Growshop,Fumetas,true,true,2026-05-18T06:49:30.879Z,Chiller Unit Red 18Mm-Bonglab | BongLab Chiller Unit Red 18mm
166,5486,American Helix Pipa Classic Mini 12cm,Pipas,American Helix,american-helix,classic-mini,classic-mini,/productos/american-helix/classic-mini,5,2,Astro Growshop | Fumetas,43990,44990,2,Fumetas,Astro Growshop,true,true,2026-05-18T14:18:08.630Z,American Helix Pipa Classic Mini 12cm | Pipa Classic Mini Azul-American Helix | Pipa Classic Mini Negro-American Helix | Pipa Classic Mini Rojo-American Helix | Pipa Classic Mini Verde-American Helix
167,5784,Limpiador de moledores Fórmula Secreta Grinder 250mL,Moledores,FORMULA SECRETA,formula-secreta,limpiador-250ml,limpiador-250ml,/productos/formula-secreta/limpiador-250ml,2,2,Astro Growshop | Piranha,4890,5990,22,Piranha,Astro Growshop,true,true,2026-06-08T22:39:43.818Z,Limpiador de moledores Fórmula Secreta Grinder 250mL | Limpiador Grinder 250Ml Formula Secreta
168,6560,Unikorn Bong Celeste PieceMaker,Bongs,PIECEMAKER,piecemaker,unikorn,unikorn,/productos/piecemaker/unikorn,2,2,GrowBarato Chile | Piranha,29993,30000,0,Piranha,GrowBarato Chile,true,true,2026-05-09T06:35:52.818Z,Unikorn Bong Celeste PieceMaker | Bong Unikorn de silicona de PieceMaker - GB The Green Brand
169,10172,Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables,Papelillos,BLAZY SUSAN,blazy-susan,rolls,purple-rolls-con-tips,/productos/blazy-susan/purple-rolls-con-tips,2,2,Fumetas | GrowBarato Chile,1800,2290,27,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:05:59.404Z,Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables | Blazy Susan Papelillos En Rollo Purple + Boquillas
170,10173,Lonchera con Clave Anti-Olor Ozeta,Contenedores y estuches,Ozeta,ozeta,case-lonchera,lonchera-con-clave,/productos/ozeta/lonchera-con-clave,2,2,Fumetas | GrowBarato Chile,44900,46990,5,GrowBarato Chile,Fumetas,true,true,2026-05-18T07:08:18.935Z,Lonchera con Clave Anti-Olor Ozeta - GB The Green Brand | Ozeta Lonchera con clave - Anti-olor
171,10159,Chiller Unit Red 14Mm-Bonglab,Repuestos para bongs y vaporizadores,BONGLAB,bonglab,chiller-unit-red-14mm,chiller-unit-red-14mm,/productos/bonglab/chiller-unit-red-14mm,2,2,Astro Growshop | Fumetas,28990,31990,10,Astro Growshop,Fumetas,true,true,2026-05-18T06:49:29.834Z,Chiller Unit Red 14Mm-Bonglab | BongLab Chiller Unit Red 14mm
172,6001,Moledor OCB Eco Hemp 55mm,Moledores,OCB,ocb,eco,eco,/productos/ocb/eco,2,2,Astro Growshop | Fumetas,4990,5990,20,Fumetas,Astro Growshop,true,true,2026-06-08T22:37:05.737Z,Moledor OCB Eco Hemp 55mm | Moledor Eco Mix-Ocb
173,5772,Classic Ice Pro-Bonglab,Bongs,BONGLAB,bonglab,classic-ice-pro,classic-ice-pro,/productos/bonglab/classic-ice-pro,2,2,Astro Growshop | Piranha,33990,34791,2,Astro Growshop,Piranha,true,true,2026-05-18T06:45:34.803Z,Classic Ice Pro-Bonglab | Bong Classic Ice Pro
174,10177,Blazy Susan Deluxe Rolling Kit Purple 1 1/4,Papelillos,Blazy Susan,blazy-susan,1-1-4,purple-con-tips,/productos/blazy-susan/purple-con-tips,2,2,Astro Growshop | Fumetas,1881,2490,32,Fumetas,Astro Growshop,true,true,2026-05-18T06:49:22.370Z,Blazy Susan Deluxe Rolling Kit Purple 1 1/4 | Papelillo Purple 1 1/4 Deluxe Kit 1Und-Blazy Susan
175,5755,Cargador Mighty Plus Usb-C Supercharger-Storz &amp; Bickel,Repuestos para bongs y vaporizadores,STORZ & BICKEL,storz-bickel,charger-mighty-plus-usb-c-supercharger,charger-mighty-plus-usb-c-supercharger,/productos/storz-bickel/charger-mighty-plus-usb-c-supercharger,2,2,Astro Growshop | Fumetas,41990,44990,7,Astro Growshop,Fumetas,true,true,2026-06-08T18:05:26.262Z,Cargador Mighty Plus Usb-C Supercharger-Storz &amp; Bickel | Storz &amp; Bickel Cargador Supercarga Tipo C Mighty+
176,6471,Moledor Bulldog 40mm 1 piso,Moledores,The Bulldog Amsterdam,the-bulldog,40mm,40mm,/productos/the-bulldog/40mm,2,2,Fumetas | Piranha,6791,6966,3,Fumetas,Piranha,true,true,2026-06-08T22:39:51.318Z,Moledor Bulldog 40mm 1 piso | Moledor Metálico Bulldog 4cm 2 Partes
177,10167,Bong Mercurial Smokey 26cm Bonglab,Bongs,BONGLAB,bonglab,mercurial,mercurial,/productos/bonglab/mercurial,2,2,Astro Growshop | GrowBarato Chile,36700,45990,25,GrowBarato Chile,Astro Growshop,true,true,2026-05-14T13:54:01.146Z,Bong Mercurial Smokey 26cm Bonglab | Mercurial KH1-Bonglab
